Date,8725.JP,^TPX,8766.JP,8766.JP,8750.JP,8795.JP
2013/07/09,2758,1196.89,3360,2483,151000,1382
2013/07/08,2751,1172.58,3435,2436,154000,1400
2013/07/05,2701,1188.58,3395,2410,153000,1371
2013/07/04,2694,1170.71,3390,2438,152000,1384
2013/07/03,2706,1173.81,3375,2446,149000,1396
2013/07/02,2670,1171.84,3280,2429,145000,1369
2013/07/01,2522,1150.7,3145,2365,143000,1334
2013/06/28,2455,1133.84,3045,2277,135000,1273
2013/06/27,2355,1098.83,2991,2211,134000,1238
2013/06/26,2393,1069.28,3025,2247,133000,1238
2013/06/25,2408,1078.66,3055,2196,132000,1248
2013/06/24,2473,1089.64,3095,2211,131000,1251
2013/06/21,2542,1099.4,3035,2187,130000,1230
2013/06/20,2495,1091.81,3065,2190,134000,1245
2013/06/19,2433,1106.57,2956,2097,130000,1203
2013/06/18,2372,1086.4,2880,2094,129000,1153
2013/06/17,2278,1084.72,2780,2048,125000,1117
2013/06/14,2299,1056.45,2818,2064,125000,1129
2013/06/13,2303,1044.17,2891,2140,129000,1175
2013/06/12,2294,1096.54,2919,2163,132000,1196
2013/06/11,2295,1101.15,2904,2167,131000,1190
2013/06/10,2221,1111.97,2808,2089,128000,1136
2013/06/07,2305,1056.95,2830,2152,129000,1152
2013/06/06,2323,1070.77,2825,2064,133000,1147
2013/06/05,2507,1090.03,2990,2238,138000,1223
2013/06/04,2440,1125.47,2898,2204,134000,1204
2013/06/03,2557,1096.95,2995,2321,140000,1258
2013/05/31,2624,1135.78,3060,2356,142000,1279
2013/05/30,2740,1134.42,3155,2502,145000,1337
2013/05/29,2657,1178.87,3125,2323,142000,1291
2013/05/28,2603,1168.27,3095,2307,141000,1286
2013/05/27,2759,1154.07,3320,2464,150000,1371
2013/05/24,2750,1194.08,3190,2451,152000,1365
2013/05/23,3075,1188.34,3500,2621,162000,1444
2013/05/22,3010,1276.03,3395,2603,163000,1425
2013/05/21,3020,1270.39,3350,2690,165000,1399
2013/05/20,3020,1269.51,3340,2667,162000,1380
2013/05/17,2872,1253.24,3280,2653,161000,1364
2013/05/16,2960,1245.23,3380,2730,155000,1311
2013/05/15,2844,1252.85,3315,2707,152000,1282
2013/05/14,2897,1230.8,3350,2652,150000,1278
2013/05/13,2736,1232.2,3305,2590,141000,1223
2013/05/10,2660,1210.6,3230,2506,130000,1139
2013/05/09,2768,1181.83,3250,2550,133000,1144
2013/05/08,2693,1194.34,3105,2507,131000,1125
2013/05/07,2579,1188.57,2996,2422,129000,1105
2013/05/02,2609,1153.28,3045,2410,130000,1130
2013/05/01,2609,1158.37,3090,2468,134000,1132
2013/04/30,2602,1165.13,3095,2460,131000,1110
2013/04/26,2646,1161.19,3130,2486,133000,1093
2013/04/25,2610,1172.78,3105,2450,134000,1096
2013/04/24,2526,1164.35,3050,2410,130000,1093
2013/04/23,2485,1143.78,2980,2332,129000,1063
2013/04/22,2460,1145.6,2999,2298,128000,1063
2013/04/19,2498,1126.67,3035,2314,129000,1069
2013/04/18,2484,1122.97,3095,2319,132000,1085
2013/04/17,2482,1136.01,3060,2296,129000,1035
2013/04/16,2473,1119.2,3120,2331,134000,1064
2013/04/15,2589,1133.99,3200,2340,135000,1096
2013/04/12,2620,1148.57,3185,2294,128000,1045
2013/04/11,2433,1147.29,3090,2228,121000,985
2013/04/10,2329,1121.04,2931,2199,117000,967
2013/04/09,2309,1102.04,2904,2212,115000,931
2013/04/08,2200,1101.74,2805,2164,110000,938
2013/04/05,2048,1066.24,2677,1963,118000,1027
2013/04/04,1994,1037.76,2599,1922,119000,1055
2013/04/03,1987,1010.43,2578,1900,118000,1090
2013/04/02,2009,991.34,2640,1955,123000,1108
2013/04/01,2066,1000.57,2650,1964,126000,1136
2013/03/29,2083,1034.71,2704,1969,125000,1119
2013/03/28,2076,1036.78,2726,1978,123000,1086
2013/03/27,2118,1046.47,2774,2055,125000,1117
2013/03/26,2100,1044.42,2768,2067,126000,1117
2013/03/25,2058,1047.29,2781,2029,124000,1113
2013/03/22,2119,1038.57,2848,2085,125000,1141
2013/03/21,2097,1058.1,2831,2069,124000,1112
2013/03/19,2090,1045.89,2813,2056,123000,1087
2013/03/18,2160,1028.34,2913,2147,129000,1143
2013/03/15,2168,1051.65,2853,2128,129000,1129
2013/03/14,2173,1038.17,2856,2158,130000,1122
2013/03/13,2135,1031.42,2850,2152,131000,1117
2013/03/12,2168,1035.9,2865,2198,130000,1107
2013/03/11,2065,1039.98,2768,2120,127000,1071
2013/03/08,2001,1020.5,2720,2067,124000,1043
2013/03/07,2026,1004.35,2734,2073,125000,1039
2013/03/06,1908,1003.22,2642,1988,124000,1033
2013/03/05,1953,988.62,2684,2034,130000,1087
2013/03/04,1946,992.25,2633,2003,130000,1100
2013/03/01,1918,984.33,2618,1963,130000,1100
2013/02/28,1854,975.66,2576,1902,128000,1075
2013/02/27,1942,953.72,2682,1989,130000,1109
2013/02/26,2003,966.77,2734,2037,133000,1118
2013/02/25,1950,980.7,2728,2004,131000,1103
2013/02/22,1993,963.48,2788,2016,130000,1126
2013/02/21,2053,962.86,2885,2096,134000,1169
2013/02/20,1999,973.7,2750,1989,133000,1148
2013/02/19,1981,963.61,2741,1977,134000,1150
2013/02/18,1890,962.69,2677,1933,130000,1133
2013/02/15,1913,942.41,2684,1931,134000,1149
2013/02/14,1956,954.88,2700,1964,135000,1171
2013/02/13,1945,957.02,2692,2000,130000,1114
2013/02/12,1900,968.5,2661,1996,129000,1106
2013/02/08,1953,957.35,2713,1979,133000,1132
2013/02/07,1959,969.18,2757,1960,135000,1143
2013/02/06,1896,968.82,2630,1914,132000,1102
2013/02/05,1969,939.7,2790,1946,136000,1144
2013/02/04,1923,955.75,2664,1913,133000,1129
2013/02/01,1919,942.65,2703,1921,131000,1129
2013/01/31,1940,940.25,2714,1946,132000,1133
2013/01/30,1883,934.67,2670,1934,131000,1121
2013/01/29,1866,920.76,2666,1879,130000,1101
2013/01/28,1849,913.78,2669,1874,129000,1101
2013/01/25,1800,917.09,2628,1842,127000,1100
2013/01/24,1771,897.62,2566,1816,123000,1075
2013/01/23,1846,887.79,2633,1881,130000,1144
2013/01/22,1863,901.15,2656,1894,131000,1145
2013/01/21,1899,905.16,2716,1930,135000,1165
2013/01/18,1778,911.44,2579,1849,127000,1111
2013/01/17,1817,890.46,2553,1863,130000,1111
2013/01/16,1899,888.11,2630,1933,133000,1166
2013/01/15,1881,906.22,2687,1912,131000,1147
2013/01/11,1814,898.69,2582,1876,128000,1116
2013/01/10,1751,889.02,2457,1858,122000,1068
2013/01/09,1727,879.05,2417,1841,119000,1057
2013/01/08,1769,871.88,2471,1895,125000,1094
2013/01/07,1779,881.06,2482,1951,128000,1121
2013/01/04,1705,888.51,2383,1835,119000,1041
2012/12/28,1715,859.8,2362,1871,118000,1043
2012/12/27,1710,854.09,2364,1885,116000,1004
2012/12/26,1698,847.71,2350,1865,114000,991
2012/12/25,1655,838.01,2354,1858,112000,987
2012/12/21,1665,832.72,2399,1867,112000,983
2012/12/20,1651,838.61,2337,1863,113000,991
2012/12/19,1541,839.34,2227,1758,103000,947
2012/12/18,1481,816.85,2175,1717,99900,922
2012/12/17,1452,807.84,2173,1646,97200,910
2012/12/14,1417,801.04,2128,1641,96600,893
2012/12/13,1411,799.21,2085,1596,94300,876
2012/12/12,1417,791.29,2098,1593,94600,870
2012/12/11,1430,786.07,2117,1590,94800,882
2012/12/10,1435,788.48,2133,1604,95600,892
2012/12/07,1420,790.24,2085,1566,94500,883
2012/12/06,1412,788.74,2095,1546,94100,887
2012/12/05,1432,781.86,2089,1547,94200,895
2012/12/04,1421,781.97,2089,1547,93400,884
2012/12/03,1430,781.73,2114,1563,93400,886
2012/11/30,1425,781.46,2117,1559,93600,886
2012/11/29,1441,779.44,2118,1556,93600,885
2012/11/28,1477,771.39,2159,1574,96700,904
2012/11/27,1450,781.6,2158,1550,97100,897
2012/11/26,1484,779.5,2165,1560,97700,900
2012/11/22,1453,776.43,2149,1513,96100,890
2012/11/21,1450,767.01,2167,1524,95900,897
2012/11/20,1409,762.04,2097,1594,95400,887
2012/11/19,1404,762.16,2085,1535,95400,873
2012/11/16,1374,751.34,2024,1497,92700,838
2012/11/15,1310,737.51,1979,1452,86500,797
2012/11/14,1303,722.41,1980,1429,86800,806
2012/11/13,1302,722.56,1981,1398,86400,801
2012/11/12,1338,722.58,2032,1431,87300,823
2012/11/09,1328,730.74,2044,1448,88100,828
2012/11/08,1371,735.35,2093,1471,90700,852
2012/11/07,1340,745.71,2083,1445,90100,853
2012/11/06,1332,744.88,2110,1441,90300,864
2012/11/05,1353,747.95,2148,1463,92400,872
2012/11/02,1335,752.09,2107,1445,91600,864
2012/11/01,1353,743.32,2113,1455,92000,872
2012/10/31,1300,742.33,2034,1408,89000,848
2012/10/30,1332,733.46,2112,1427,91000,857
2012/10/29,1354,740.3,2156,1472,92200,860
2012/10/26,1389,741.23,2166,1501,94300,871
2012/10/25,1375,751.42,2139,1483,92600,861
2012/10/24,1377,743.27,2147,1505,94100,867
2012/10/23,1429,749.37,2183,1570,96500,877
2012/10/22,1432,753.72,2185,1587,96700,884
2012/10/19,1428,754.39,2175,1584,95700,881
2012/10/18,1405,752.3,2104,1548,93100,856
2012/10/17,1357,739.79,2067,1517,90700,849
2012/10/16,1353,732.4,2043,1503,88500,825
2012/10/15,1349,722.99,2051,1507,88600,827
2012/10/12,1323,718.32,1990,1495,86500,814
2012/10/11,1340,713.95,2004,1513,87800,832
2012/10/10,1352,716.84,2016,1546,89600,841
2012/10/09,1378,727.68,2015,1589,91600,860
2012/10/05,1374,737.13,2005,1562,90500,853
2012/10/04,1366,735.38,1982,1525,89300,845
2012/10/03,1367,727.39,1978,1532,88700,846
2012/10/02,1363,731.19,1999,1512,88600,844
2012/10/01,1351,732.35,1994,1528,88600,845
2012/09/28,1371,737.42,2018,1573,90600,857
2012/09/27,1353,745.59,2003,1547,90000,863
2012/09/26,1393,742.54,2048,1569,92500,878
2012/09/25,1400,757.66,2047,1565,91500,875
2012/09/24,1403,753.68,2058,1568,92900,879
2012/09/21,1377,756.38,2055,1563,94000,885
2012/09/20,1426,753.81,2114,1615,98000,910
2012/09/19,1415,764.8,2093,1593,95700,888
2012/09/18,1415,758.36,2106,1607,95700,891
2012/09/14,1327,756.88,1987,1520,91400,853
2012/09/13,1317,744.23,1973,1509,89900,841
2012/09/12,1293,741.82,1964,1481,88600,821
2012/09/11,1299,732.26,1975,1497,89700,836
2012/09/10,1283,737.34,1977,1489,88200,826
2012/09/07,1236,735.17,1887,1444,81500,792
2012/09/06,1225,719,1851,1415,80300,785
2012/09/05,1240,718.09,1866,1424,80700,792
2012/09/04,1246,726.69,1893,1421,80800,797
2012/09/03,1234,728.63,1874,1408,79700,792
2012/08/31,1260,731.64,1914,1414,82100,814
2012/08/30,1289,743.79,1932,1444,83000,831
2012/08/29,1272,750.03,1902,1421,82700,828
2012/08/28,1298,746.3,1920,1458,85100,840
2012/08/27,1308,755.37,1943,1491,85700,842
2012/08/24,1364,757.23,1986,1550,87500,859
2012/08/23,1325,764.59,1948,1556,86300,844
2012/08/22,1356,762.73,1973,1566,87800,859
2012/08/21,1369,765.26,1971,1577,88400,856
2012/08/20,1361,764.66,1963,1580,89300,856
2012/08/17,1323,765.81,1942,1557,86700,851
2012/08/16,1289,759.12,1874,1523,81300,802
2012/08/15,1299,747.32,1888,1562,80200,800
2012/08/14,1317,749.53,1904,1551,81900,800
2012/08/13,1306,746.95,1834,1541,80900,802
2012/08/10,1292,746.79,1827,1525,80000,804
2012/08/09,1264,751.84,1818,1516,79200,793
2012/08/08,1264,745.64,1848,1519,80300,809
2012/08/07,1239,743.7,1806,1503,80100,794
2012/08/06,1219,735.73,1767,1460,78000,779
2012/08/03,1257,723.94,1803,1482,79300,789
2012/08/02,1250,732.98,1794,1491,80000,784
2012/08/01,1277,729.78,1812,1507,83200,804
2012/07/31,1270,736.31,1791,1496,82500,805
2012/07/30,1238,731.74,1767,1474,81300,775
2012/07/27,1192,726.44,1728,1434,77900,752
2012/07/26,1210,714.91,1724,1422,75000,744
2012/07/25,1262,706.46,1809,1486,77400,773
2012/07/24,1246,717.67,1820,1505,77100,770
2012/07/23,1263,720.62,1857,1516,79000,792
2012/07/20,1336,733.82,1922,1579,81800,818
2012/07/19,1315,747.13,1884,1543,80200,795
2012/07/18,1301,740.46,1877,1531,81200,801
2012/07/17,1272,743.38,1839,1522,81600,784
2012/07/13,1325,746.34,1883,1566,84400,807
2012/07/12,1362,747.49,1915,1611,85600,828
2012/07/11,1378,757.29,1922,1610,84900,826
2012/07/10,1422,758.6,1969,1634,87800,848
2012/07/09,1443,763.93,2003,1674,90000,853
2012/07/06,1442,771.83,2034,1703,90000,858
2012/07/05,1465,776.37,2045,1740,89900,870
2012/07/04,1468,778.7,2050,1752,92000,876
2012/07/03,1415,777.11,2006,1715,92200,853
2012/07/02,1383,769.34,1986,1684,91200,843
2012/06/29,1364,770.08,1961,1652,90200,829
2012/06/28,1315,758.81,1906,1605,87300,809
2012/06/27,1286,745.48,1884,1587,87200,802
2012/06/26,1325,738.89,1934,1617,90600,822
2012/06/25,1342,745.22,1949,1628,91700,838
2012/06/22,1345,750.92,1963,1624,92100,835
2012/06/21,1342,753.96,1934,1618,92200,831
2012/06/20,1296,747.34,1888,1583,88300,805
2012/06/19,1312,734.69,1897,1586,89700,809
2012/06/18,1276,738.81,1856,1548,85800,784
2012/06/15,1263,726.57,1825,1523,83500,770
2012/06/14,1226,725.66,1804,1498,83000,769
2012/06/13,1216,726.44,1801,1483,83100,767
2012/06/12,1227,724.37,1815,1505,83400,776
2012/06/11,1211,730.07,1794,1462,81800,768
2012/06/08,1252,717.74,1836,1513,84900,798
2012/06/07,1216,730.75,1792,1468,82500,781
2012/06/06,1190,718.56,1744,1439,79900,752
2012/06/05,1148,708.24,1663,1408,75800,727
2012/06/04,1182,695.51,1719,1453,78600,745
2012/06/01,1204,708.93,1707,1442,78600,748
2012/05/31,1220,719.49,1733,1482,79800,756
2012/05/30,1254,723.62,1771,1505,81500,775
2012/05/29,1244,727.03,1766,1484,80100,763
2012/05/28,1263,721.11,1770,1498,80800,762
2012/05/25,1271,722.11,1777,1492,81400,782
2012/05/24,1263,722.25,1760,1473,80900,775
2012/05/23,1284,721.57,1789,1476,83800,801
2012/05/22,1293,733.33,1790,1468,82000,791
2012/05/21,1251,725.15,1765,1460,82100,771
2012/05/18,1303,725.54,1833,1499,86200,801
2012/05/17,1289,747.16,1830,1486,84100,800
2012/05/16,1317,738.88,1842,1499,85900,783
2012/05/15,1334,747.4,1883,1509,88100,782
2012/05/14,1337,756.68,1866,1503,87000,768
2012/05/11,1389,758.38,1898,1530,88700,784
2012/05/10,1354,765.42,1901,1507,89700,783
2012/05/09,1389,765.83,1945,1540,93000,807
2012/05/08,1400,776.57,1946,1550,91700,807
2012/05/07,1456,772.06,2032,1612,97100,848
2012/05/02,1438,792.87,1995,1611,95000,830
2012/05/01,1483,789.49,2059,1655,101000,867
2012/04/27,1503,804.27,2065,1678,102000,885
2012/04/26,1503,810.1,2067,1663,102000,878
2012/04/25,1477,809.49,2017,1641,100000,862
2012/04/24,1505,803.94,2047,1648,102000,891
2012/04/23,1525,809.54,2057,1658,104000,904
2012/04/20,1534,811.94,2082,1678,103000,895
2012/04/19,1548,814.13,2082,1674,105000,897
2012/04/18,1528,819.27,2032,1648,100000,872
2012/04/17,1543,803.09,2030,1637,100000,862
2012/04/16,1556,803.83,2084,1675,105000,892
2012/04/13,1560,815.48,2044,1676,102000,883
2012/04/12,1576,809.88,2048,1664,103000,880
2012/04/11,1619,805.84,2105,1702,105000,903
2012/04/10,1583,813.43,2089,1678,104000,896
2012/04/09,1627,813.69,2156,1738,108000,924
2012/04/06,1638,825.71,2187,1758,109000,936
2012/04/05,1669,832.57,2216,1788,112000,944
2012/04/04,1736,835.36,2279,1835,116000,975
2012/04/03,1721,851.02,2275,1841,117000,985
2012/04/02,1699,856.05,2271,1850,114000,959
2012/03/30,1710,854.35,2296,1834,113000,978
2012/03/29,1714,857.74,2307,1833,114000,1006
2012/03/28,1757,864.43,2330,1897,117000,1036
2012/03/27,1691,872.42,2235,1858,112000,993
2012/03/26,1733,851.82,2269,1903,112000,1003
2012/03/23,1744,852.53,2294,1948,117000,1022
2012/03/22,1742,862.07,2262,1951,116000,1029
2012/03/21,1778,858.78,2274,2001,121000,1056
2012/03/19,1786,868.35,2283,2012,120000,1040
2012/03/16,1786,866.73,2313,2011,116000,1022
2012/03/15,1773,863.61,2307,2038,110000,1001
2012/03/14,1723,857.11,2250,1976,106000,965
2012/03/13,1735,845.33,2245,1982,106000,960
2012/03/12,1751,845.28,2268,1988,107000,969
2012/03/09,1706,848.71,2189,1912,103000,932
2012/03/08,1651,836.16,2100,1848,99500,894
2012/03/07,1696,822.71,2152,1884,102000,921
2012/03/06,1720,827.35,2192,1904,104000,941
2012/03/05,1727,832.86,2202,1908,106000,938
2012/03/02,1725,837.82,2197,1899,104000,934
2012/03/01,1743,831.54,2245,1906,106000,949
2012/02/29,1732,835.96,2247,1895,106000,945
2012/02/28,1701,838.48,2221,1858,106000,930
2012/02/27,1720,835.25,2240,1878,105000,922
2012/02/24,1705,834.29,2236,1871,104000,904
2012/02/23,1723,829.35,2209,1844,102000,897
2012/02/22,1740,825.4,2211,1858,100000,899
2012/02/21,1763,816.29,2239,1886,101000,913
2012/02/20,1740,819.03,2207,1850,95900,892
2012/02/17,1735,810.45,2199,1838,94500,869
2012/02/16,1748,800.25,2157,1793,96000,872
2012/02/15,1668,802.96,2040,1732,92500,840
2012/02/14,1690,786.8,2046,1753,90400,844
2012/02/13,1672,781.68,2048,1767,89900,840
2012/02/10,1697,779.07,2091,1798,91800,852
2012/02/09,1688,784.49,2060,1781,89800,838
2012/02/08,1646,782.34,2013,1715,88500,820
2012/02/07,1640,772.77,2017,1706,87500,817
2012/02/06,1597,769.85,1964,1678,86100,801
2012/02/03,1622,760.69,1973,1696,84900,809
2012/02/02,1581,762.45,1941,1690,82500,789
2012/02/01,1563,757.96,1909,1658,80000,775
2012/01/31,1563,755.27,1933,1622,81100,784
2012/01/30,1520,757.01,1884,1511,80600,770
2012/01/27,1540,761.13,1889,1529,82100,801
2012/01/26,1543,764.61,1899,1574,83400,800
2012/01/25,1525,767.4,1877,1556,82200,779
2012/01/24,1526,757.4,1860,1588,83400,788
2012/01/23,1501,756.79,1827,1563,81100,776
2012/01/20,1453,755.47,1745,1495,77100,740
2012/01/19,1432,740.68,1693,1471,76100,731
2012/01/18,1416,734.98,1697,1457,73900,720
2012/01/17,1411,731.53,1696,1462,73900,714
2012/01/16,1456,725.24,1751,1524,75600,739
2012/01/13,1442,734.6,1750,1507,74800,729
2012/01/12,1455,727.15,1772,1523,75300,725
2012/01/11,1442,733.47,1766,1521,74900,722
2012/01/10,1442,731.93,1736,1503,75500,724
2012/01/06,1458,729.6,1742,1524,76500,728
2012/01/05,1479,736.28,1771,1543,78400,739
2012/01/04,1426,742.99,1705,1510,75700,717
2011/12/30,1417,728.61,1702,1508,74800,709
2011/12/29,1408,722.12,1694,1487,75200,714
2011/12/28,1428,721.45,1712,1498,76800,717
2011/12/27,1420,724.25,1708,1480,76900,724
2011/12/26,1431,726.44,1713,1486,76600,727
2011/12/22,1420,723.12,1742,1484,77600,729
2011/12/21,1390,725.68,1721,1459,76800,715
2011/12/20,1415,718.49,1739,1482,77300,713
2011/12/19,1427,716.38,1738,1501,77300,721
2011/12/16,1446,723.56,1734,1511,77500,721
2011/12/15,1485,725.02,1792,1549,79400,740
2011/12/14,1472,736.98,1794,1541,81100,752
2011/12/13,1459,740.71,1789,1532,83200,769
2011/12/12,1418,746.69,1747,1508,82000,750
2011/12/09,1459,738.12,1787,1577,84700,783
2011/12/08,1484,745.11,1833,1591,86000,786
2011/12/07,1470,749.63,1821,1529,83800,770
2011/12/06,1541,738.01,1895,1581,86300,781
2011/12/05,1541,748.61,1910,1574,85200,761
2011/12/02,1529,744.14,1884,1580,84000,760
2011/12/01,1486,740.01,1832,1504,83200,734
2011/11/30,1494,728.46,1849,1526,84400,740
2011/11/29,1475,729.68,1821,1492,83000,720
2011/11/28,1459,715.7,1791,1470,78100,695
2011/11/25,1430,706.6,1751,1455,76400,676
2011/11/24,1451,706.08,1770,1491,78400,687
2011/11/22,1434,717.79,1776,1497,77500,681
2011/11/21,1490,717.08,1814,1501,77700,684
2011/11/18,1524,719.98,1856,1525,79800,706
2011/11/17,1524,727.71,1862,1528,79400,703
2011/11/16,1523,724.11,1839,1532,79700,710
2011/11/15,1523,730.91,1858,1560,76500,706
2011/11/14,1509,735.85,1858,1533,75400,694
2011/11/11,1536,729.13,1843,1539,75500,707
2011/11/10,1557,730.3,1946,1594,82500,753
2011/11/09,1510,749.4,1855,1543,81200,733
2011/11/08,1529,738.03,1896,1561,84000,756
2011/11/07,1529,750.45,1884,1545,86100,763
2011/11/04,1487,752.02,1800,1518,83600,749
2011/11/02,1537,738.58,1850,1547,88200,779
2011/11/01,1563,754.5,1892,1596,90700,788
2011/10/31,1614,764.06,1959,1653,93500,821
2011/10/28,1576,771.43,1934,1617,90900,795
2011/10/27,1507,762.79,1810,1559,85400,757
2011/10/26,1522,746.48,1788,1571,84000,751
2011/10/25,1547,747.7,1809,1578,83300,744
2011/10/24,1518,755.44,1763,1551,80100,724
2011/10/21,1577,744.21,1838,1594,82000,750
2011/10/20,1580,746.02,1862,1555,83900,762
2011/10/19,1550,751.49,1861,1538,83800,763
2011/10/18,1593,751.24,1893,1545,84500,783
2011/10/17,1561,761.88,1847,1518,85100,764
2011/10/14,1594,748.81,1894,1555,86800,783
2011/10/13,1580,758.83,1883,1540,84200,776
2011/10/12,1606,753.44,1921,1579,84500,787
2011/10/11,1554,755,1870,1574,79900,742
2011/10/07,1604,741.55,1890,1586,78100,728
2011/10/06,1607,736.86,1892,1573,75800,716
2011/10/05,1644,726.25,1910,1626,76900,716
2011/10/04,1651,736.18,1933,1643,78000,718
2011/10/03,1696,747.11,1984,1727,81200,737
2011/09/30,1702,761.17,1984,1733,81500,742
2011/09/29,1675,762.3,1932,1708,81000,734
2011/09/28,1673,754.07,1874,414,79000,1407
2011/09/27,1617,748.55,1843,407,76000,1365
2011/09/26,1631,728.85,1886,407,77300,1392
2011/09/22,1645,744.54,1913,422,79700,1420
2011/09/21,1649,757.13,1907,417,79400,1440
2011/09/20,1701,755.04,1965,429,84700,1491
2011/09/16,1682,768.13,1920,424,81300,1451
2011/09/15,1654,751.76,1908,421,79400,1439
2011/09/14,1649,741.69,1931,424,80000,1465
2011/09/13,1624,749.82,1892,421,78600,1438
2011/09/12,1662,741.26,1934,425,81200,1491
2011/09/09,1659,755.7,1939,429,82500,1488
2011/09/08,1666,757.41,1936,431,83500,1490
2011/09/07,1646,753.63,1926,415,82000,1511
2011/09/06,1693,741.2,1964,430,84900,1560
2011/09/05,1743,755.82,2043,444,88500,1594
2011/09/02,1782,769.78,2094,461,91200,1596
2011/09/01,1782,778.28,2073,449,88700,1569
2011/08/31,1762,770.6,2070,451,89100,1560
2011/08/30,1759,767.3,2064,442,88100,1558
2011/08/29,1762,758.83,2064,443,87900,1569
2011/08/26,1774,756.07,2067,454,89900,1574
2011/08/25,1773,751.82,2080,453,87100,1542
2011/08/24,1769,742.24,2068,453,87800,1548
2011/08/23,1767,750.39,2075,454,86000,1539
2011/08/22,1767,742.84,2061,452,87300,1574
2011/08/19,1804,751.69,2106,466,91300,1628
2011/08/18,1824,767.31,2140,480,92500,1667
2011/08/17,1789,776.65,2127,475,92600,1668
2011/08/16,1806,779.06,2121,477,93200,1654
2011/08/15,1772,777.12,2132,480,93000,1624
2011/08/12,1796,768.19,2147,477,91000,1619
2011/08/11,1807,770.88,2184,480,96000,1692
2011/08/10,1788,776.73,2152,481,97400,1689
2011/08/09,1840,770.39,2180,489,99600,1741
2011/08/08,1853,782.86,2221,491,101700,1770
2011/08/05,1911,800.96,2308,501,108000,1880
2011/08/04,1912,826.36,2297,500,108500,1871
2011/08/03,1969,826.75,2352,511,113000,1931
2011/08/02,1952,843.96,2321,510,112600,1934
2011/08/01,1932,851.7,2275,510,109100,1890
2011/07/29,1963,841.37,2296,520,111100,1901
2011/07/28,1997,848.37,2329,538,112500,1937
2011/07/27,2015,859.11,2369,546,113900,1968
2011/07/26,1985,866.2,2339,536,112700,1923
2011/07/25,2011,861.91,2356,542,114000,1967
2011/07/22,1942,868.81,2305,528,111800,1916
2011/07/21,1935,860.11,2307,526,112400,1910
2011/07/20,1902,860.66,2266,510,110500,1894
2011/07/19,1912,853.75,2285,513,112700,1930
2011/07/15,1929,859.36,2273,512,113000,1920
2011/07/14,1932,856.88,2279,519,115100,1950
2011/07/13,1941,860.53,2298,527,115700,1960
2011/07/12,1992,857.19,2349,532,121100,2005
2011/07/11,1984,870.16,2380,538,122000,2035
2011/07/08,1978,874.34,2361,540,121800,2021
2011/07/07,1985,870.48,2388,545,123800,2031
2011/07/06,1953,873.51,2365,539,123300,2020
2011/07/05,1938,865.18,2335,540,119600,2021
2011/07/04,1885,864.11,2298,531,114600,1962
2011/07/01,1876,853.86,2245,529,112300,1905
2011/06/30,1892,849.22,2250,534,114500,1904
2011/06/29,1865,844.11,2176,518,111200,1861
2011/06/28,1831,830.34,2148,509,110900,1833
2011/06/27,1864,825.64,2187,513,112500,1882
2011/06/24,1844,833.2,2160,511,111400,1866
2011/06/23,1858,825.51,2169,509,113300,1870
2011/06/22,1821,828.99,2112,502,110100,1831
2011/06/21,1812,815.73,2103,499,110800,1836
2011/06/20,1807,806.83,2097,492,111000,1826
2011/06/17,1829,805.34,2130,500,111600,1855
2011/06/16,1876,812.41,2176,502,113500,1881
2011/06/15,1833,824.65,2175,504,115700,1875
2011/06/14,1813,822.86,2160,501,111200,1853
2011/06/13,1848,812.26,2189,510,113300,1861
2011/06/10,1830,817.38,2157,498,111600,1857
2011/06/09,1820,812.95,2157,495,112000,1869
2011/06/08,1828,814.45,2179,497,112600,1861
2011/06/07,1783,813.76,2141,493,111400,1851
2011/06/06,1799,807.99,2161,489,115600,1891
2011/06/03,1851,816.57,2188,500,118000,1916
2011/06/02,1885,825.76,2216,511,120800,1965
2011/06/01,1895,839.41,2229,512,122800,1955
2011/05/31,1853,838.48,2172,499,119800,1905
2011/05/30,1859,823.68,2189,506,122000,1926
2011/05/27,1855,824.9,2178,507,119400,1898
2011/05/26,1834,827.08,2169,499,117800,1872
2011/05/25,1829,817.74,2176,496,120800,1865
2011/05/24,1825,819.16,2187,500,119100,1854
2011/05/23,1882,817.68,2233,510,123800,1904
2011/05/20,1917,827.77,2271,510,123000,1900
2011/05/19,1892,831.89,2197,505,123400,1891
2011/05/18,1875,837.96,2185,508,122100,1862
2011/05/17,1862,828.85,2177,496,119600,1835
2011/05/16,1894,829.55,2199,499,122700,1881
2011/05/13,1906,839.94,2227,505,127600,1914
2011/05/12,1928,849.34,2237,506,129200,1932
2011/05/11,1937,857.62,2254,502,129500,1965
2011/05/10,1940,856.46,2266,513,131200,1984
2011/05/09,1924,853.21,2259,519,131600,2006
2011/05/06,1886,856.5,2254,520,135800,2033
2011/05/02,1889,865.55,2249,518,133200,1991
2011/04/28,1890,851.85,2223,512,132500,1977
2011/04/27,1842,839.87,2238,506,128700,1931
2011/04/26,1846,833.64,2251,508,126800,1925
2011/04/25,1852,840.68,2267,508,126600,1926
2011/04/22,1868,842.18,2270,517,124000,1917
2011/04/21,1898,841.72,2291,516,125600,1943
2011/04/20,1880,837.17,2283,509,123400,1936
2011/04/19,1855,827.56,2260,502,125100,1927
2011/04/18,1863,836.34,2280,513,128500,2006
