Date,8725.JP,^TPX,8766.JP,8766.JP,8750.JP,8795.JP
2018/12/12,3279,1606.61,5396,4078,1840.5,1452
2018/12/11,3307,1575.31,5475,4136,1868,1494
2018/12/10,3324,1589.81,5518,4163,1876,1523.5
2018/12/07,3340,1620.45,5403,4184,1891.5,1532
2018/12/06,3367,1610.6,5464,4253,1900.5,1561.5
2018/12/05,3413,1640.49,5543,4310,1962.5,1596.5
2018/12/04,3481,1649.2,5651,4454,2019.5,1653.5
2018/12/03,3445,1689.05,5605,4386,1978,1613
2018/11/30,3415,1667.45,5551,4304,1968.5,1620.5
2018/11/29,3401,1659.47,5600,4335,2007,1660
2018/11/28,3444,1653.66,5653,4368,2013,1664
2018/11/27,3376,1644.16,5493,4256,1958.5,1629.5
2018/11/26,3409,1632.2,5536,4342,1960,1631.5
2018/11/22,3415,1628.96,5479,4334,1976,1636.5
2018/11/21,3458,1615.89,5534,4407,2013,1671
2018/11/20,3447,1625.67,5530,4560,2032.5,1682.5
2018/11/19,3417,1637.61,5401,4557,2061.5,1743
2018/11/16,3394,1629.3,5314,4487,2066,1763
2018/11/15,3433,1638.97,5386,4527,2152,1828
2018/11/14,3459,1641.26,5378,4646,2146,1820.5
2018/11/13,3548,1638.45,5542,4893,2217.5,1870.5
2018/11/12,3535,1671.95,5502,4858,2220.5,1881
2018/11/09,3507,1672.98,5529,4882,2217,1886
2018/11/08,3441,1681.25,5425,4816,2182.5,1848
2018/11/07,3488,1652.43,5535,4855,2253,1893.5
2018/11/06,3389,1659.35,5422,4706,2187.5,1864
2018/11/05,3409,1640.39,5510,4757,2197,1872.5
2018/11/02,3401,1658.76,5433,4686,2173.5,1844
2018/11/01,3406,1632.05,5346,4680,2136,1819
2018/10/31,3357,1646.12,5205,4572,2091,1779
2018/10/30,3377,1611.46,5130,4476,2085,1748.5
2018/10/29,3401,1589.56,5153,4580,2122,1770
2018/10/26,3401,1596.01,5118,4517,2108,1771
2018/10/25,3462,1600.92,5250,4600,2242,1846.5
2018/10/24,3484,1652.07,5333,4631,2284,1882
2018/10/23,3542,1650.72,5543,4741,2343.5,1930
2018/10/22,3569,1695.31,5556,4743,2326.5,1930.5
2018/10/19,3582,1692.85,5437,4743,2317,1924
2018/10/18,3573,1704.64,5445,4731,2311.5,1910
2018/10/17,3547,1713.87,5390,4663,2278,1901.5
2018/10/16,3541,1687.91,5302,4600,2277,1884.5
2018/10/15,3587,1675.44,5375,4619,2288,1886
2018/10/12,3699,1702.45,5486,4793,2352.5,1918.5
2018/10/11,3779,1701.86,5623,4892,2435,1986.5
2018/10/10,3769,1763.86,5555,4766,2406,1947.5
2018/10/09,3819,1761.12,5618,4785,2447,1995.5
2018/10/05,3773,1792.65,5579,4795,2427,1966.5
2018/10/04,3750,1801.19,5530,4796,2348,1894
2018/10/03,3760,1802.73,5632,4827,2417.5,1923
2018/10/02,3768,1824.03,5617,4787,2411.5,1912
2018/10/01,3794,1817.96,5637,4839,2365.5,1875
2018/09/28,3791,1817.25,5663,4836,2354.5,1854
2018/09/27,3787,1800.11,5643,4912,2434.5,1877
2018/09/26,3827,1821.67,5653,5011,2419.5,1889
2018/09/25,3765,1822.44,5579,4834,2422.5,1859
2018/09/21,3701,1804.02,5474,4805,2340.5,1799.5
2018/09/20,3659,1787.6,5447,4746,2301.5,1787
2018/09/19,3561,1785.66,5328,4641,2208.5,1727
2018/09/18,3423,1759.88,5193,4444,2120,1647.5
2018/09/14,3318,1728.61,5077,4322,2098.5,1632.5
2018/09/13,3300,1710.02,5097,4372,2074,1623.5
2018/09/12,3301,1691.32,5123,4470,2079.5,1641
2018/09/11,3295,1698.91,5171,4492,2087.5,1649.5
2018/09/10,3252,1687.61,5099,4424,2039.5,1614
2018/09/07,3228,1684.31,5095,4450,2033,1619
2018/09/06,3311,1692.41,5200,4586,2064.5,1643
2018/09/05,3391,1704.96,5224,4624,2101,1653
2018/09/04,3385,1718.24,5236,4675,2098.5,1655
2018/09/03,3415,1720.31,5237,4744,2117,1689.5
2018/08/31,3471,1735.35,5356,4842,2130,1696
2018/08/30,3484,1739.14,5364,4861,2133,1718
2018/08/29,3461,1739.6,5364,4806,2105,1680
2018/08/28,3473,1731.63,5382,4827,2110,1678
2018/08/27,3455,1728.95,5318,4720,2081,1663.5
2018/08/24,3445,1709.2,5329,4751,2064,1654.5
2018/08/23,3445,1698.22,5346,4728,2069,1654
2018/08/22,3430,1698.37,5259,4682,2050.5,1638.5
2018/08/21,3456,1685.42,5341,4671,2058.5,1652
2018/08/20,3445,1692.15,5371,4662,2034,1627
2018/08/17,3415,1697.53,5257,4624,1999,1609
2018/08/16,3395,1687.15,5223,4599,2001.5,1603
2018/08/15,3408,1698.03,5250,4569,2003.5,1608
2018/08/14,3389,1710.95,5137,4490,2013,1594.5
2018/08/13,3390,1683.5,5192,4411,2085.5,1664.5
2018/08/10,3401,1720.16,5299,4473,2156.5,1710
2018/08/09,3428,1740.16,5296,4542,2174,1729
2018/08/08,3448,1744.71,5294,4556,2173.5,1737
2018/08/07,3425,1746.05,5212,4491,2130,1707
2018/08/06,3430,1732.9,5260,4496,2157.5,1742.5
2018/08/03,3435,1742.58,5291,4631,2221.5,1778
2018/08/02,3437,1752.09,5344,4597,2226.5,1772.5
2018/08/01,3412,1769.76,5301,4534,2102,1665
2018/07/31,3438,1753.29,5352,4499,2175,1720
2018/07/30,3462,1768.15,5413,4519,2194.5,1732.5
2018/07/27,3455,1775.76,5315,4495,2171.5,1717.5
2018/07/26,3427,1765.78,5273,4474,2152.5,1685
2018/07/25,3445,1753.48,5242,4465,2152,1684.5
2018/07/24,3440,1746.86,5186,4493,2103,1659
2018/07/23,3411,1738.7,5162,4447,2008,1610
2018/07/20,3406,1744.98,5204,4454,2065,1650.5
2018/07/19,3409,1749.59,5230,4474,2029.5,1616.5
2018/07/18,3427,1751.21,5316,4529,2015,1626.5
2018/07/17,3395,1745.05,5266,4471,1992,1607
2018/07/13,3397,1730.07,5283,4447,1970.5,1594
2018/07/12,3394,1709.68,5223,4371,1963,1592
2018/07/11,3407,1701.88,5313,4399,1991.5,1618.5
2018/07/10,3416,1716.13,5270,4335,1963.5,1593
2018/07/09,3421,1711.79,5245,4355,1937.5,1586
2018/07/06,3428,1691.54,5327,4375,1920.5,1583.5
2018/07/05,3404,1676.2,5311,4383,1930.5,1608.5
2018/07/04,3402,1693.25,5328,4441,1956,1623.5
2018/07/03,3392,1692.8,5237,4418,1954.5,1622
2018/07/02,3444,1695.29,5193,4480,1976,1664.5
2018/06/29,3428,1730.89,5252,4448,1975,1666.5
2018/06/28,3437,1727,5357,4477,1993.5,1691
2018/06/27,3445,1731.45,5335,4567,1997.5,1695
2018/06/26,3415,1731.07,5313,4548,1966,1676
2018/06/25,3423,1728.27,5332,4564,1946,1677
2018/06/22,3440,1744.83,5415,4595,1975,1690.5
2018/06/21,3474,1750.63,5461,4550,1987,1695.5
2018/06/20,3485,1752.75,5448,4531,2008.5,1705.5
2018/06/19,3514,1743.92,5495,4568,2025,1715.5
2018/06/18,3559,1771.43,5574,4613,2070,1757.5
2018/06/15,3571,1789.04,5492,4600,2083.5,1783.5
2018/06/14,3596,1783.89,5513,4644,2097.5,1788.5
2018/06/13,3539,1800.37,5463,4582,2101.5,1769.5
2018/06/12,3553,1792.82,5473,4620,2117,1810.5
2018/06/11,3540,1786.84,5452,4694,2124.5,1793.5
2018/06/08,3538,1781.44,5469,4700,2106,1790
2018/06/07,3518,1789.01,5455,4838,2082.5,1791.5
2018/06/06,3499,1777.59,5427,4843,2092.5,1807.5
2018/06/05,3515,1774.96,5402,4838,2093,1800
2018/06/04,3461,1774.69,5298,4743,2036,1745.5
2018/06/01,3464,1749.17,5240,4732,2030.5,1717
2018/05/31,3448,1747.45,5174,4631,2026.5,1733
2018/05/30,3540,1736.13,5274,4753,2085.5,1782.5
2018/05/29,3541,1761.85,5295,4749,2103,1800
2018/05/28,3558,1770.42,5318,4728,2111.5,1801.5
2018/05/25,3552,1771.7,5296,4629,2130,1805
2018/05/24,3587,1775.65,5360,4691,2188,1853.5
2018/05/23,3613,1797.31,5337,4690,2226,1872.5
2018/05/22,3715,1809.57,5437,4599,2263.5,1923.5
2018/05/21,3868,1813.75,5490,4939,2307,1950
2018/05/18,3824,1815.25,5330,4753,2279.5,1906
2018/05/17,3768,1808.37,5320,4724,2240,1867.5
2018/05/16,3754,1800.35,5297,4728,2197.5,1860.5
2018/05/15,3760,1805.15,5305,4739,2148,1827.5
2018/05/14,3740,1805.92,5307,4723,2138,1816
2018/05/11,3699,1794.96,5249,4690,2133,1809.5
2018/05/10,3681,1777.62,5242,4656,2120.5,1805
2018/05/09,3662,1772.91,5245,4634,2131.5,1809
2018/05/08,3641,1779.82,5215,4586,2120.5,1794.5
2018/05/07,3669,1773.18,5193,4604,2174.5,1840.5
2018/05/02,3676,1771.52,5195,4613,2171.5,1844.5
2018/05/01,3672,1774.18,5172,4590,2174,1859
2018/04/27,3681,1777.23,5124,4545,2199,1897
2018/04/26,3660,1772.13,5110,4458,2193,1885.5
2018/04/25,3628,1767.73,5079,4447,2186,1847.5
2018/04/24,3619,1769.75,5019,4421,2150.5,1811.5
2018/04/23,3600,1750.79,4968,4419,2067.5,1738
2018/04/20,3577,1751.13,4911,4371,2027.5,1702
2018/04/19,3521,1750.18,4885,4397,2007.5,1695.5
2018/04/18,3477,1749.67,4901,4355,2002,1676.5
2018/04/17,3531,1729.98,4927,4394,2018,1705
2018/04/16,3527,1736.22,4962,4380,2022.5,1705.5
2018/04/13,3529,1729.36,4934,4385,2001.5,1672
2018/04/12,3530,1718.52,4948,4381,2020.5,1688
2018/04/11,3517,1725.3,4933,4415,1992,1695.5
2018/04/10,3478,1731.94,4877,4396,1965.5,1682
2018/04/09,3422,1725.88,4815,4346,1947.5,1654.5
2018/04/06,3418,1719.3,4837,4412,1948,1668.5
2018/04/05,3391,1724.61,4746,4359,1928.5,1663
2018/04/04,3360,1706.13,4773,4355,1925,1652.5
2018/04/03,3353,1703.8,4762,4306,1937.5,1679.5
2018/04/02,3355,1708.78,4735,4282,1942.5,1688.5
2018/03/30,3276,1716.3,4773,4241,1945,1673.5
2018/03/29,3271,1704,4856,4194,1949.5,1688.5
2018/03/28,3294,1699.56,4854,4213,1980,1703
2018/03/27,3221,1717.13,4780,4106,1921.5,1652
2018/03/26,3257,1671.32,4793,4065,1956,1657.5
2018/03/23,3367,1664.94,5024,4173,2021.5,1720.5
2018/03/22,3372,1727.39,4960,4169,2032.5,1720.5
2018/03/20,3324,1716.29,4901,4122,2012,1700
2018/03/19,3313,1719.97,4965,4110,2016,1701.5
2018/03/16,3336,1736.63,4948,4129,2020.5,1708.5
2018/03/15,3370,1743.6,4944,4160,2044,1726.5
2018/03/14,3347,1743.21,5001,4173,2035,1703.5
2018/03/13,3325,1751.03,4978,4147,2050,1715
2018/03/12,3288,1741.3,4937,4088,2009,1683.5
2018/03/09,3281,1715.48,4884,4020,2004,1661.5
2018/03/08,3279,1709.95,4889,4025,2005,1665
2018/03/07,3269,1703.96,4893,4018,2014,1692
2018/03/06,3256,1716.3,4864,3971,2013,1692
2018/03/05,3248,1694.79,4823,3974,2022.5,1699.5
2018/03/02,3295,1708.34,4874,4082,2071,1739
2018/03/01,3332,1740.2,4966,4143,2132,1779.5
2018/02/28,3388,1768.24,5049,4180,2163,1795.5
2018/02/27,3352,1790.34,4942,4142,2124,1784.5
2018/02/26,3346,1774.81,4908,4118,2152,1804.5
2018/02/23,3328,1760.53,4936,4091,2150.5,1803
2018/02/22,3361,1746.17,4982,4070,2142,1776
2018/02/21,3397,1761.61,5038,4153,2194,1806.5
2018/02/20,3398,1762.45,5109,4170,2209.5,1848.5
2018/02/19,3335,1775.15,5034,4110,2188,1839
2018/02/16,3342,1737.37,5050,4029,2178,1854
2018/02/15,3456,1719.27,4832,3994,2073.5,1806.5
2018/02/14,3456,1702.72,4865,4030,2105.5,1837.5
2018/02/13,3505,1716.78,4878,4075,2133,1866.5
2018/02/09,3593,1731.97,5021,4163,2213.5,1921
2018/02/08,3540,1765.69,4966,4152,2224.5,1898
2018/02/07,3585,1749.91,4918,4153,2200,1868.5
2018/02/06,3723,1743.41,5167,4338,2356.5,2012
2018/02/05,3755,1823.74,5228,4389,2350.5,2021
2018/02/02,3754,1864.2,5259,4416,2322.5,1997.5
2018/02/01,3711,1870.44,5140,4366,2285.5,1943
2018/01/31,3794,1836.71,5208,4454,2328,1973.5
2018/01/30,3845,1858.13,5274,4573,2366.5,1997.5
2018/01/29,3844,1880.45,5265,4619,2349,1964.5
2018/01/26,3900,1879.39,5391,4713,2386.5,1995
2018/01/25,3927,1884.56,5398,4767,2422,2042.5
2018/01/24,3930,1901.23,5369,4751,2460.5,2065.5
2018/01/23,3876,1911.07,5326,4659,2464,2067.5
2018/01/22,3795,1891.92,5341,4601,2463,2035.5
2018/01/19,3778,1889.74,5336,4512,2419,2004
2018/01/18,3812,1876.86,5490,4578,2451,2031
2018/01/17,3813,1890.82,5444,4537,2465.5,2027.5
2018/01/16,3781,1894.25,5440,4521,2476.5,2044
2018/01/15,3755,1883.9,5383,4502,2453.5,2032
2018/01/12,3805,1876.24,5397,4534,2470.5,2044.5
2018/01/11,3897,1888.09,5429,4561,2452.5,2028.5
2018/01/10,3889,1892.11,5371,4539,2389.5,1992
2018/01/09,3891,1889.29,5321,4522,2401,1976
2018/01/05,3862,1880.34,5266,4492,2382.5,1964
2018/01/04,3814,1863.82,5141,4364,2324,1927
2017/12/29,3788,1817.56,5130,4347,2326,1932
2017/12/28,3824,1819.03,5183,4391,2362,1960.5
2017/12/27,3825,1829.79,5164,4428,2355.5,1957
2017/12/26,3833,1827.01,5204,4415,2366.5,1964.5
2017/12/25,3823,1831.93,5191,4405,2388,1965.5
2017/12/22,3834,1829.08,5179,4417,2392,1970.5
2017/12/21,3857,1822.61,5170,4446,2409,1994
2017/12/20,3813,1821.16,5108,4420,2350.5,1939.5
2017/12/19,3817,1815.18,5114,4443,2351,1944.5
2017/12/18,3702,1817.9,4999,4278,2286,1888
2017/12/15,3687,1793.47,5080,4315,2312,1904
2017/12/14,3719,1808.14,5165,4510,2348.5,1942.5
2017/12/13,3693,1810.84,5131,4510,2369.5,1958
2017/12/12,3663,1815.08,5078,4438,2350.5,1922
2017/12/11,3590,1813.34,5036,4351,2347.5,1897.5
2017/12/08,3572,1803.73,5027,4373,2329.5,1874.5
2017/12/07,3546,1786.25,5023,4436,2306.5,1852
2017/12/06,3651,1765.42,5097,4491,2314.5,1856
2017/12/05,3647,1790.97,5099,4486,2305.5,1852.5
2017/12/04,3675,1786.87,5123,4571,2302,1842
2017/12/01,3655,1796.53,4960,4532,2296,1845.5
2017/11/30,3578,1792.08,4911,4400,2254.5,1806
2017/11/29,3450,1786.15,4736,4280,2190,1753
2017/11/28,3477,1772.07,4868,4278,2206.5,1733
2017/11/27,3458,1776.73,4817,4286,2198.5,1730
2017/11/24,3455,1780.56,4793,4314,2214.5,1730
2017/11/22,3486,1777.08,4779,4311,2189,1725
2017/11/21,3500,1771.13,4840,4340,2146,1716.5
2017/11/20,3704,1759.65,4875,4434,2134.5,1720
2017/11/17,3722,1763.76,4739,4468,2144,1704
2017/11/16,3701,1761.71,4754,4426,2122.5,1689.5
2017/11/15,3752,1744.01,4825,4522,2077,1710.5
2017/11/14,3747,1778.87,4804,4542,2080,1722.5
2017/11/13,3785,1783.49,4804,4586,2112,1733.5
2017/11/10,3848,1800.44,4874,4602,2134.5,1753
2017/11/09,3816,1813.11,4858,4596,2128.5,1741
2017/11/08,3838,1817.6,4886,4607,2163.5,1777.5
2017/11/07,3825,1813.29,4823,4594,2153,1759.5
2017/11/06,3805,1792.66,4843,4604,2189,1783
2017/11/02,3834,1794.08,4856,4586,2171,1759
2017/11/01,3835,1786.71,4855,4539,2142.5,1748.5
2017/10/31,3856,1765.96,4874,4564,2183,1764
2017/10/30,3881,1770.84,4897,4593,2189.5,1783.5
2017/10/27,3872,1771.05,4871,4557,2168.5,1766.5
2017/10/26,3836,1753.9,4889,4533,2159.5,1751.5
2017/10/25,3816,1751.43,4811,4477,2141.5,1733.5
2017/10/24,3792,1756.92,4794,4420,2145.5,1734.5
2017/10/23,3779,1745.25,4733,4350,2094.5,1708.5
2017/10/20,3730,1730.64,4702,4284,2089,1701.5
2017/10/19,3693,1730.04,4647,4250,2060,1674.5
2017/10/18,3647,1724.64,4648,4244,2075,1685.5
2017/10/17,3620,1723.37,4632,4255,2073,1661.5
2017/10/16,3587,1719.18,4487,4216,2044.5,1633.5
2017/10/13,3586,1708.62,4468,4270,2045,1642
2017/10/12,3620,1700.13,4489,4362,2080,1657
2017/10/11,3562,1696.81,4379,4314,2071.5,1660.5
2017/10/10,3705,1695.14,4503,4528,2065,1647.5
2017/10/06,3647,1687.16,4462,4420,2020,1630
2017/10/05,3702,1682.49,4485,4474,2046,1649.5
2017/10/04,3692,1684.56,4422,4474,2054,1642.5
2017/10/03,3633,1684.46,4405,4422,2040,1655.5
2017/10/02,3623,1673.62,4402,4378,2019,1633.5
2017/09/29,3615,1674.75,4442,4399,2024.5,1597
2017/09/28,3599,1676.17,4381,4400,1972,1562.5
2017/09/27,3675,1664.43,4446,4438,1923.5,1535.5
2017/09/26,3693,1672.74,4464,4464,1922,1549
2017/09/25,3708,1672.82,4500,4523,1929.5,1569
2017/09/22,3695,1664.61,4556,4531,1935.5,1569.5
2017/09/21,3685,1668.74,4530,4583,1915.5,1564
2017/09/20,3650,1667.92,4525,4529,1899.5,1567.5
2017/09/19,3591,1667.88,4415,4327,1832.5,1521.5
2017/09/15,3562,1638.94,4383,4290,1817.5,1516
2017/09/14,3592,1632.13,4404,4333,1807,1513.5
2017/09/13,3579,1637.33,4374,4291,1778,1521
2017/09/12,3505,1627.45,4235,4168,1723.5,1467.5
2017/09/11,3478,1612.26,4207,4076,1701.5,1471.5
2017/09/08,3528,1593.54,4239,4168,1722,1484
2017/09/07,3550,1598.24,4302,4250,1726,1481
2017/09/06,3591,1592,4328,4261,1747.5,1490
2017/09/05,3618,1590.71,4352,4302,1759.5,1500.5
2017/09/04,3627,1603.55,4390,4151,1768,1511
2017/09/01,3629,1619.59,4390,4135,1770,1508.5
2017/08/31,3624,1617.41,4370,4071,1748.5,1495
2017/08/30,3626,1607.65,4347,4068,1749.5,1492.5
2017/08/29,3669,1597.76,4387,4089,1767.5,1510.5
2017/08/28,3686,1600.12,4426,4077,1781.5,1522.5
2017/08/25,3698,1596.99,4419,4095,1770.5,1512
2017/08/24,3735,1592.2,4425,4145,1779.5,1519.5
2017/08/23,3741,1600.05,4400,4184,1784,1529.5
2017/08/22,3744,1596.12,4400,4191,1783.5,1526
2017/08/21,3744,1595.19,4451,4180,1812,1543.5
2017/08/18,3776,1597.36,4497,4325,1862,1584
2017/08/17,3802,1614.82,4529,4357,1878.5,1592
2017/08/16,3825,1616,4504,4379,1879.5,1587
2017/08/15,3755,1616.21,4449,4287,1866,1582.5
2017/08/14,3811,1599.06,4487,4360,1902.5,1627
2017/08/10,3811,1617.25,4574,4365,1922,1664
2017/08/09,3867,1617.9,4652,4405,1928,1684.5
2017/08/08,3853,1635.32,4712,4421,1931.5,1698.5
2017/08/07,3880,1639.27,4699,4408,1924,1669.5
2017/08/04,3918,1631.45,4719,4429,1932,1688
2017/08/03,3909,1633.82,4725,4432,1927.5,1673.5
2017/08/02,3904,1634.38,4735,4408,1937,1668
2017/08/01,3872,1628.5,4645,4332,1911,1632
2017/07/31,3880,1618.61,4634,4344,1920,1636.5
2017/07/28,3882,1621.22,4670,4362,1930.5,1639.5
2017/07/27,3899,1626.84,4681,4378,1939.5,1648.5
2017/07/26,3884,1620.88,4676,4345,1927,1628.5
2017/07/25,3884,1617.07,4690,4359,1931,1631.5
2017/07/24,3942,1621.57,4735,4398,1963.5,1659.5
2017/07/21,3951,1629.99,4767,4451,1976.5,1668
2017/07/20,3928,1633.01,4728,4476,1974.5,1661
2017/07/19,3916,1621.87,4752,4472,1993.5,1674.5
2017/07/18,3872,1620.48,4750,4429,2025.5,1701.5
2017/07/14,3870,1625.48,4787,4430,2016,1696
2017/07/13,3896,1619.11,4819,4445,2060,1724
2017/07/12,3890,1619.34,4807,4440,2067.5,1731.5
2017/07/11,3859,1627.14,4774,4412,2075,1755
2017/07/10,3869,1615.48,4752,4364,2072.5,1740
2017/07/07,3825,1607.06,4717,4359,2042.5,1715.5
2017/07/06,3784,1615.53,4711,4340,2056.5,1738.5
2017/07/05,3778,1618.63,4701,4397,2031.5,1719.5
2017/07/04,3761,1609.7,4651,4336,2016,1706
2017/07/03,3774,1614.41,4651,4339,2026.5,1709.5
2017/06/30,3795,1611.9,4685,4319,2002.5,1686
2017/06/29,3778,1624.07,4656,4310,1967,1661
2017/06/28,3782,1614.37,4660,4288,1939,1640.5
2017/06/27,3769,1619.02,4670,4230,1931,1628
2017/06/26,3785,1612.21,4702,4286,1948,1643.5
2017/06/23,3795,1611.34,4712,4259,1945.5,1642.5
2017/06/22,3901,1610.38,4791,4408,1967,1657
2017/06/21,3906,1611.56,4854,4443,1975,1659.5
2017/06/20,3891,1617.25,4845,4422,1962.5,1670
2017/06/19,3896,1606.07,4847,4422,1975,1678.5
2017/06/16,3908,1596.04,4851,4315,1940,1663.5
2017/06/15,3929,1588.09,4969,4393,1970,1701
2017/06/14,3981,1591.77,4983,4383,1993.5,1713
2017/06/13,3967,1593.51,4955,4389,1993,1711.5
2017/06/12,3933,1591.55,4883,4266,1960.5,1663
2017/06/09,3945,1591.66,4904,4323,1935,1635
2017/06/08,3934,1590.41,4821,4284,1886.5,1597
2017/06/07,4000,1597.09,4819,4337,1888.5,1596
2017/06/06,3993,1596.44,4864,4378,1897.5,1608.5
2017/06/05,4002,1609.97,4903,4391,1942,1661
2017/06/02,3953,1612.2,4768,4351,1852.5,1595.5
2017/06/01,3885,1586.14,4700,4274,1844.5,1567
2017/05/31,3855,1568.37,4674,4273,1835,1564.5
2017/05/30,3845,1572.67,4694,4322,1837,1560.5
2017/05/29,3859,1570.21,4700,4353,1838,1564
2017/05/26,3838,1569.42,4728,4440,1836,1566.5
2017/05/25,3825,1578.42,4769,4437,1841,1574
2017/05/24,3810,1575.11,4718,4395,1826.5,1549.5
2017/05/23,3843,1565.22,4798,4491,1832.5,1560
2017/05/22,3712,1567.65,4828,4307,1822.5,1552.5
2017/05/19,3532,1559.73,4752,4182,1767,1507
2017/05/18,3626,1555.01,4882,4329,1858,1569
2017/05/17,3675,1575.82,4927,4425,1934.5,1627.5
2017/05/16,3721,1584.23,4941,4450,1937.5,1680.5
2017/05/15,3717,1580,4925,4455,1960,1715.5
2017/05/12,3732,1580.71,4971,4461,1970,1723.5
2017/05/11,3730,1586.86,4943,4470,1978.5,1732.5
2017/05/10,3757,1585.19,4914,4466,1986,1718
2017/05/09,3778,1581.77,4870,4426,2001.5,1722
2017/05/08,3681,1585.86,4751,4272,1931,1667
2017/05/02,3681,1550.3,4724,4248,1921.5,1662
2017/05/01,3632,1539.77,4692,4206,1896,1653.5
2017/04/28,3643,1531.8,4728,4230,1925,1675.5
2017/04/27,3635,1536.67,4728,4206,1937,1669
2017/04/26,3605,1537.41,4696,4156,1893,1625
2017/04/25,3514,1519.21,4614,4033,1833,1576.5
2017/04/24,3511,1503.19,4613,4002,1826.5,1579
2017/04/21,3475,1488.58,4542,3941,1787.5,1534
2017/04/20,3432,1472.81,4499,3925,1781.5,1531.5
2017/04/19,3483,1471.42,4530,3922,1802,1527.5
2017/04/18,3486,1471.53,4508,3922,1807.5,1531.5
2017/04/17,3476,1465.69,4526,3910,1808.5,1542.5
2017/04/14,3476,1459.07,4550,3904,1814,1531.5
2017/04/13,3528,1468.31,4576,3995,1848,1553.5
2017/04/12,3589,1479.54,4633,4054,1884.5,1570
2017/04/11,3530,1495.1,4585,4046,1875,1568
2017/04/10,3500,1499.65,4539,3940,1857,1541
2017/04/07,3465,1489.77,4530,3901,1860,1555
2017/04/06,3522,1480.18,4622,4001,1888,1572
2017/04/05,3533,1504.66,4659,4028,1897,1580.5
2017/04/04,3572,1504.54,4700,4025,1947.5,1605.5
2017/04/03,3540,1517.03,4696,4079,1996.5,1616
2017/03/31,3602,1512.6,4748,4127,2015.5,1638.5
2017/03/30,3654,1527.59,4814,4174,2027,1651
2017/03/29,3700,1542.07,4841,4228,2062.5,1673
2017/03/28,3652,1544.83,4782,4152,2023.5,1649
2017/03/27,3728,1524.39,4895,4249,2085.5,1689.5
2017/03/24,3690,1543.92,4835,4195,2064,1665
2017/03/23,3682,1530.41,4813,4133,2054,1644.5
2017/03/22,3869,1530.2,5062,4358,2191,1772
2017/03/21,3891,1563.42,5112,4422,2231,1825
2017/03/17,3893,1565.85,5134,4387,2243,1825
2017/03/16,3912,1572.69,5183,4452,2324.5,1883.5
2017/03/15,3884,1571.31,5161,4435,2308.5,1886.5
2017/03/14,3894,1574.9,5096,4365,2312.5,1882.5
2017/03/13,3873,1577.4,5075,4330,2343,1924
2017/03/10,3779,1574.01,4939,4229,2263.5,1832
2017/03/09,3800,1554.68,4961,4306,2244,1817.5
2017/03/08,3825,1550.25,4959,4300,2223,1800.5
2017/03/07,3783,1555.04,4950,4273,2223,1797.5
2017/03/06,3865,1554.9,5028,4331,2257,1809.5
2017/03/03,3862,1558.05,5027,4294,2256.5,1809
2017/03/02,3850,1564.69,4998,4266,2169.5,1769
2017/03/01,3799,1553.09,4919,4198,2112.5,1723.5
2017/02/28,3769,1535.32,4886,4176,2110.5,1733
2017/02/27,3859,1534,5041,4350,2175,1792
2017/02/24,3904,1550.14,5091,4352,2206,1834
2017/02/23,3878,1556.25,5108,4350,2232.5,1832.5
2017/02/22,3904,1557.09,5141,4370,2226,1839.5
2017/02/21,3845,1555.6,5089,4281,2206.5,1808
2017/02/20,3874,1547.01,5084,4280,2221,1808.5
2017/02/17,3898,1544.54,5129,4308,2241,1827.5
2017/02/16,3936,1551.07,5018,4237,2225,1823.5
2017/02/15,3784,1553.69,4820,4075,2128.5,1731
2017/02/14,3812,1539.12,4859,4110,2144,1768
2017/02/13,3824,1554.2,4824,4162,2154.5,1778.5
2017/02/10,3760,1546.56,4720,4039,2072.5,1720.5
2017/02/09,3792,1513.55,4735,4042,2095.5,1721.5
2017/02/08,3773,1524.15,4705,4021,2092,1702.5
2017/02/07,3785,1516.15,4736,4045,2124,1743.5
2017/02/06,3781,1520.42,4731,4055,2100.5,1727
2017/02/03,3786,1514.99,4705,4078,2070,1694.5
2017/02/02,3811,1510.41,4730,4101,2066.5,1697.5
2017/02/01,3795,1527.77,4731,4098,2062,1683.5
2017/01/31,3836,1521.67,4780,4162,2086.5,1706
2017/01/30,3878,1543.77,4877,4219,2093,1721
2017/01/27,3851,1549.25,4804,4177,2090.5,1705
2017/01/26,3737,1545.01,4664,3992,1992,1622
2017/01/25,3685,1521.58,4649,3965,1965,1575.5
2017/01/24,3713,1506.33,4737,4005,2029,1608
2017/01/23,3796,1514.63,4812,4144,2064,1636.5
2017/01/20,3704,1533.46,4697,4021,2011.5,1596.5
2017/01/19,3696,1528.15,4677,3989,1957.5,1559.5
2017/01/18,3669,1513.86,4675,3958,1953.5,1544.5
2017/01/17,3680,1509.1,4687,3940,1976.5,1553.5
2017/01/16,3705,1530.64,4766,4035,1999,1577.5
2017/01/13,3667,1544.89,4717,3989,1990,1566.5
2017/01/12,3713,1535.41,4811,3993,1989,1589
2017/01/11,3647,1550.4,4806,3936,1979.5,1567.5
2017/01/10,3731,1542.31,4917,4079,2028.5,1604
2017/01/06,3773,1553.32,4971,4092,2039,1642
2017/01/05,3752,1555.68,4917,4077,2014,1624
2017/01/04,3624,1554.48,4796,3960,1946,1545.5
